queue_id,broad_category_slug,sub_category,micro_niche,keyword,tiktok_search_url,tiktok_tag_url,google_shop_query_url
KW-0330,kitchenware,Dispensers,Oil and seasoning containers,seasoning bottle,https://www.tiktok.com/search?q=seasoning+bottle,https://www.tiktok.com/tag/seasoning-bottle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22seasoning+bottle%22+Malaysia
KW-0331,kitchenware,Preparation tools,Choppers slicers and peelers,chopper,https://www.tiktok.com/search?q=chopper,https://www.tiktok.com/tag/chopper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chopper%22+Malaysia
KW-0332,kitchenware,Preparation tools,Choppers slicers and peelers,peeler,https://www.tiktok.com/search?q=peeler,https://www.tiktok.com/tag/peeler,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22peeler%22+Malaysia
KW-0333,kitchenware,Preparation tools,Choppers slicers and peelers,slicer,https://www.tiktok.com/search?q=slicer,https://www.tiktok.com/tag/slicer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22slicer%22+Malaysia
KW-0334,kitchenware,Sink and wash,Sink racks and drain tools,dish holder,https://www.tiktok.com/search?q=dish+holder,https://www.tiktok.com/tag/dish-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22dish+holder%22+Malaysia
KW-0335,kitchenware,Sink and wash,Sink racks and drain tools,drain basket,https://www.tiktok.com/search?q=drain+basket,https://www.tiktok.com/tag/drain-basket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22drain+basket%22+Malaysia
KW-0336,kitchenware,Sink and wash,Sink racks and drain tools,sink rack,https://www.tiktok.com/search?q=sink+rack,https://www.tiktok.com/tag/sink-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sink+rack%22+Malaysia
KW-0337,kitchenware,Storage,Food containers and racks,food container,https://www.tiktok.com/search?q=food+container,https://www.tiktok.com/tag/food-container,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22food+container%22+Malaysia
KW-0338,kitchenware,Storage,Food containers and racks,fridge organizer,https://www.tiktok.com/search?q=fridge+organizer,https://www.tiktok.com/tag/fridge-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22fridge+organizer%22+Malaysia
KW-0339,kitchenware,Storage,Food containers and racks,spice rack,https://www.tiktok.com/search?q=spice+rack,https://www.tiktok.com/tag/spice-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22spice+rack%22+Malaysia
KW-0340,menswear,,,boxer,https://www.tiktok.com/search?q=boxer,https://www.tiktok.com/tag/boxer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22boxer%22+Malaysia
KW-0341,menswear,,,kurta lelaki,https://www.tiktok.com/search?q=kurta+lelaki,https://www.tiktok.com/tag/kurta-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kurta+lelaki%22+Malaysia
KW-0342,menswear,,,polo,https://www.tiktok.com/search?q=polo,https://www.tiktok.com/tag/polo,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22polo%22+Malaysia
KW-0343,menswear,,,shorts,https://www.tiktok.com/search?q=shorts,https://www.tiktok.com/tag/shorts,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shorts%22+Malaysia
KW-0344,menswear,,,tee,https://www.tiktok.com/search?q=tee,https://www.tiktok.com/tag/tee,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tee%22+Malaysia
KW-0345,menswear,Bottoms,Shorts and joggers,cargo short,https://www.tiktok.com/search?q=cargo+short,https://www.tiktok.com/tag/cargo-short,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cargo+short%22+Malaysia
KW-0346,menswear,Bottoms,Shorts and joggers,jogger,https://www.tiktok.com/search?q=jogger,https://www.tiktok.com/tag/jogger,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jogger%22+Malaysia
KW-0347,menswear,Bottoms,Shorts and joggers,shorts lelaki,https://www.tiktok.com/search?q=shorts+lelaki,https://www.tiktok.com/tag/shorts-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shorts+lelaki%22+Malaysia
KW-0348,menswear,Innerwear,Boxers and socks,boxer lelaki,https://www.tiktok.com/search?q=boxer+lelaki,https://www.tiktok.com/tag/boxer-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22boxer+lelaki%22+Malaysia
KW-0349,menswear,Innerwear,Boxers and socks,socks lelaki,https://www.tiktok.com/search?q=socks+lelaki,https://www.tiktok.com/tag/socks-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22socks+lelaki%22+Malaysia
KW-0350,menswear,Innerwear,Boxers and socks,undergarment,https://www.tiktok.com/search?q=undergarment,https://www.tiktok.com/tag/undergarment,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22undergarment%22+Malaysia
KW-0351,menswear,Muslim menswear,Kurta and baju melayu basics,baju melayu,https://www.tiktok.com/search?q=baju+melayu,https://www.tiktok.com/tag/baju-melayu,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22baju+melayu%22+Malaysia
KW-0352,menswear,Muslim menswear,Kurta and baju melayu basics,jubah lelaki,https://www.tiktok.com/search?q=jubah+lelaki,https://www.tiktok.com/tag/jubah-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jubah+lelaki%22+Malaysia
KW-0353,menswear,Muslim menswear,Kurta and baju melayu basics,kurta lelaki,https://www.tiktok.com/search?q=kurta+lelaki,https://www.tiktok.com/tag/kurta-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kurta+lelaki%22+Malaysia
KW-0354,menswear,Outer basics,Hoodies and jackets,hoodie lelaki,https://www.tiktok.com/search?q=hoodie+lelaki,https://www.tiktok.com/tag/hoodie-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hoodie+lelaki%22+Malaysia
KW-0355,menswear,Outer basics,Hoodies and jackets,light jacket,https://www.tiktok.com/search?q=light+jacket,https://www.tiktok.com/tag/light-jacket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22light+jacket%22+Malaysia
KW-0356,menswear,Outer basics,Hoodies and jackets,zip jacket,https://www.tiktok.com/search?q=zip+jacket,https://www.tiktok.com/tag/zip-jacket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22zip+jacket%22+Malaysia
KW-0357,menswear,Tops,T-shirts and polos,oversized tee lelaki,https://www.tiktok.com/search?q=oversized+tee+lelaki,https://www.tiktok.com/tag/oversized-tee-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22oversized+tee+lelaki%22+Malaysia
KW-0358,menswear,Tops,T-shirts and polos,polo shirt,https://www.tiktok.com/search?q=polo+shirt,https://www.tiktok.com/tag/polo-shirt,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22polo+shirt%22+Malaysia
KW-0359,menswear,Tops,T-shirts and polos,tee lelaki,https://www.tiktok.com/search?q=tee+lelaki,https://www.tiktok.com/tag/tee-lelaki,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tee+lelaki%22+Malaysia
KW-0360,muslim-fashion,,,abaya,https://www.tiktok.com/search?q=abaya,https://www.tiktok.com/tag/abaya,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22abaya%22+Malaysia
KW-0361,muslim-fashion,,,baju kurung,https://www.tiktok.com/search?q=baju+kurung,https://www.tiktok.com/tag/baju-kurung,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22baju+kurung%22+Malaysia
KW-0362,muslim-fashion,,,kaftan,https://www.tiktok.com/search?q=kaftan,https://www.tiktok.com/tag/kaftan,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kaftan%22+Malaysia
KW-0363,muslim-fashion,,,telekung,https://www.tiktok.com/search?q=telekung,https://www.tiktok.com/tag/telekung,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22telekung%22+Malaysia
KW-0364,muslim-fashion,,,tudung,https://www.tiktok.com/search?q=tudung,https://www.tiktok.com/tag/tudung,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tudung%22+Malaysia
KW-0365,muslim-fashion,Headwear,Instant tudung,hijab instant,https://www.tiktok.com/search?q=hijab+instant,https://www.tiktok.com/tag/hijab-instant,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hijab+instant%22+Malaysia
KW-0366,muslim-fashion,Headwear,Instant tudung,shawl instant,https://www.tiktok.com/search?q=shawl+instant,https://www.tiktok.com/tag/shawl-instant,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shawl+instant%22+Malaysia
KW-0367,muslim-fashion,Headwear,Instant tudung,tudung,https://www.tiktok.com/search?q=tudung,https://www.tiktok.com/tag/tudung,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tudung%22+Malaysia
KW-0368,muslim-fashion,Homewear,Kaftan and lounge modest wear,jubah santai,https://www.tiktok.com/search?q=jubah+santai,https://www.tiktok.com/tag/jubah-santai,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jubah+santai%22+Malaysia
KW-0369,muslim-fashion,Homewear,Kaftan and lounge modest wear,kaftan,https://www.tiktok.com/search?q=kaftan,https://www.tiktok.com/tag/kaftan,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kaftan%22+Malaysia
KW-0370,muslim-fashion,Homewear,Kaftan and lounge modest wear,kaftan tidur,https://www.tiktok.com/search?q=kaftan+tidur,https://www.tiktok.com/tag/kaftan-tidur,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kaftan+tidur%22+Malaysia
KW-0371,muslim-fashion,Modest tops,Blouse muslimah,blouse muslimah,https://www.tiktok.com/search?q=blouse+muslimah,https://www.tiktok.com/tag/blouse-muslimah,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22blouse+muslimah%22+Malaysia
KW-0372,muslim-fashion,Modest tops,Blouse muslimah,long top,https://www.tiktok.com/search?q=long+top,https://www.tiktok.com/tag/long-top,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22long+top%22+Malaysia
KW-0373,muslim-fashion,Modest tops,Blouse muslimah,modest blouse,https://www.tiktok.com/search?q=modest+blouse,https://www.tiktok.com/tag/modest-blouse,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22modest+blouse%22+Malaysia
KW-0374,muslim-fashion,Prayer wear,Telekung and prayer sets,mukena,https://www.tiktok.com/search?q=mukena,https://www.tiktok.com/tag/mukena,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mukena%22+Malaysia
KW-0375,muslim-fashion,Prayer wear,Telekung and prayer sets,prayer set,https://www.tiktok.com/search?q=prayer+set,https://www.tiktok.com/tag/prayer-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22prayer+set%22+Malaysia
KW-0376,muslim-fashion,Prayer wear,Telekung and prayer sets,telekung,https://www.tiktok.com/search?q=telekung,https://www.tiktok.com/tag/telekung,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22telekung%22+Malaysia
KW-0377,muslim-fashion,Traditional sets,Baju kurung set,baju kurung,https://www.tiktok.com/search?q=baju+kurung,https://www.tiktok.com/tag/baju-kurung,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22baju+kurung%22+Malaysia
KW-0378,muslim-fashion,Traditional sets,Baju kurung set,kurung moden,https://www.tiktok.com/search?q=kurung+moden,https://www.tiktok.com/tag/kurung-moden,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kurung+moden%22+Malaysia
KW-0379,muslim-fashion,Traditional sets,Baju kurung set,kurung set,https://www.tiktok.com/search?q=kurung+set,https://www.tiktok.com/tag/kurung-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kurung+set%22+Malaysia
KW-0380,muslim-fashion,Underscarf accessories,Ciput and pins,brooch tudung,https://www.tiktok.com/search?q=brooch+tudung,https://www.tiktok.com/tag/brooch-tudung,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22brooch+tudung%22+Malaysia
KW-0381,muslim-fashion,Underscarf accessories,Ciput and pins,ciput,https://www.tiktok.com/search?q=ciput,https://www.tiktok.com/tag/ciput,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ciput%22+Malaysia
KW-0382,muslim-fashion,Underscarf accessories,Ciput and pins,pin shawl,https://www.tiktok.com/search?q=pin+shawl,https://www.tiktok.com/tag/pin-shawl,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pin+shawl%22+Malaysia
KW-0383,pet-supplies,,,cat toy,https://www.tiktok.com/search?q=cat+toy,https://www.tiktok.com/tag/cat-toy,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cat+toy%22+Malaysia
KW-0384,pet-supplies,,,feeder,https://www.tiktok.com/search?q=feeder,https://www.tiktok.com/tag/feeder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22feeder%22+Malaysia
KW-0385,pet-supplies,,,litter scoop,https://www.tiktok.com/search?q=litter+scoop,https://www.tiktok.com/tag/litter-scoop,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22litter+scoop%22+Malaysia
KW-0386,pet-supplies,,,pet brush,https://www.tiktok.com/search?q=pet+brush,https://www.tiktok.com/tag/pet-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pet+brush%22+Malaysia
KW-0387,pet-supplies,,,pet wipes,https://www.tiktok.com/search?q=pet+wipes,https://www.tiktok.com/tag/pet-wipes,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pet+wipes%22+Malaysia
KW-0388,pet-supplies,Feeding,Bowls and feeders,auto feeder,https://www.tiktok.com/search?q=auto+feeder,https://www.tiktok.com/tag/auto-feeder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22auto+feeder%22+Malaysia
KW-0389,pet-supplies,Feeding,Bowls and feeders,pet bowl,https://www.tiktok.com/search?q=pet+bowl,https://www.tiktok.com/tag/pet-bowl,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pet+bowl%22+Malaysia
KW-0390,pet-supplies,Feeding,Bowls and feeders,water dispenser,https://www.tiktok.com/search?q=water+dispenser,https://www.tiktok.com/tag/water-dispenser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22water+dispenser%22+Malaysia
KW-0391,pet-supplies,Grooming,Brushes and wipes,fur remover,https://www.tiktok.com/search?q=fur+remover,https://www.tiktok.com/tag/fur-remover,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22fur+remover%22+Malaysia
KW-0392,pet-supplies,Grooming,Brushes and wipes,pet brush,https://www.tiktok.com/search?q=pet+brush,https://www.tiktok.com/tag/pet-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pet+brush%22+Malaysia
KW-0393,pet-supplies,Grooming,Brushes and wipes,pet wipes,https://www.tiktok.com/search?q=pet+wipes,https://www.tiktok.com/tag/pet-wipes,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pet+wipes%22+Malaysia
KW-0394,pet-supplies,Hygiene,Litter and clean-up tools,litter scoop,https://www.tiktok.com/search?q=litter+scoop,https://www.tiktok.com/tag/litter-scoop,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22litter+scoop%22+Malaysia
KW-0395,pet-supplies,Hygiene,Litter and clean-up tools,odor bag,https://www.tiktok.com/search?q=odor+bag,https://www.tiktok.com/tag/odor-bag,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22odor+bag%22+Malaysia
KW-0396,pet-supplies,Hygiene,Litter and clean-up tools,pee pad,https://www.tiktok.com/search?q=pee+pad,https://www.tiktok.com/tag/pee-pad,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pee+pad%22+Malaysia
KW-0397,pet-supplies,Toys,Cat teaser and chew toys,cat toy,https://www.tiktok.com/search?q=cat+toy,https://www.tiktok.com/tag/cat-toy,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cat+toy%22+Malaysia
KW-0398,pet-supplies,Toys,Cat teaser and chew toys,chew toy,https://www.tiktok.com/search?q=chew+toy,https://www.tiktok.com/tag/chew-toy,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chew+toy%22+Malaysia
KW-0399,pet-supplies,Toys,Cat teaser and chew toys,feather teaser,https://www.tiktok.com/search?q=feather+teaser,https://www.tiktok.com/tag/feather-teaser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22feather+teaser%22+Malaysia
KW-0400,pet-supplies,Travel and wear,Harness and carriers,harness,https://www.tiktok.com/search?q=harness,https://www.tiktok.com/tag/harness,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22harness%22+Malaysia
KW-0401,pet-supplies,Travel and wear,Harness and carriers,leash,https://www.tiktok.com/search?q=leash,https://www.tiktok.com/tag/leash,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22leash%22+Malaysia
KW-0402,pet-supplies,Travel and wear,Harness and carriers,pet carrier,https://www.tiktok.com/search?q=pet+carrier,https://www.tiktok.com/tag/pet-carrier,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pet+carrier%22+Malaysia
KW-0403,phones-electronics,,,charger,https://www.tiktok.com/search?q=charger,https://www.tiktok.com/tag/charger,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22charger%22+Malaysia
KW-0404,phones-electronics,,,phone case,https://www.tiktok.com/search?q=phone+case,https://www.tiktok.com/tag/phone-case,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22phone+case%22+Malaysia
KW-0405,phones-electronics,,,power bank,https://www.tiktok.com/search?q=power+bank,https://www.tiktok.com/tag/power-bank,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22power+bank%22+Malaysia
KW-0406,phones-electronics,,,screen protector,https://www.tiktok.com/search?q=screen+protector,https://www.tiktok.com/tag/screen-protector,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22screen+protector%22+Malaysia
KW-0407,phones-electronics,,,tablet stand,https://www.tiktok.com/search?q=tablet+stand,https://www.tiktok.com/tag/tablet-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tablet+stand%22+Malaysia
KW-0408,phones-electronics,Audio accessories,Earbuds cases and small audio gear,earbuds case,https://www.tiktok.com/search?q=earbuds+case,https://www.tiktok.com/tag/earbuds-case,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22earbuds+case%22+Malaysia
KW-0409,phones-electronics,Audio accessories,Earbuds cases and small audio gear,headphone stand,https://www.tiktok.com/search?q=headphone+stand,https://www.tiktok.com/tag/headphone-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22headphone+stand%22+Malaysia
KW-0410,phones-electronics,Audio accessories,Earbuds cases and small audio gear,mini speaker,https://www.tiktok.com/search?q=mini+speaker,https://www.tiktok.com/tag/mini-speaker,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mini+speaker%22+Malaysia
KW-0411,phones-electronics,Cases and protection,Phone cases and protectors,camera lens protector,https://www.tiktok.com/search?q=camera+lens+protector,https://www.tiktok.com/tag/camera-lens-protector,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22camera+lens+protector%22+Malaysia
KW-0412,phones-electronics,Cases and protection,Phone cases and protectors,phone case,https://www.tiktok.com/search?q=phone+case,https://www.tiktok.com/tag/phone-case,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22phone+case%22+Malaysia
KW-0413,phones-electronics,Cases and protection,Phone cases and protectors,screen protector,https://www.tiktok.com/search?q=screen+protector,https://www.tiktok.com/tag/screen-protector,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22screen+protector%22+Malaysia
KW-0414,phones-electronics,Charging,Cables adapters and chargers,adapter,https://www.tiktok.com/search?q=adapter,https://www.tiktok.com/tag/adapter,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22adapter%22+Malaysia
KW-0415,phones-electronics,Charging,Cables adapters and chargers,cable,https://www.tiktok.com/search?q=cable,https://www.tiktok.com/tag/cable,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable%22+Malaysia
KW-0416,phones-electronics,Charging,Cables adapters and chargers,charger,https://www.tiktok.com/search?q=charger,https://www.tiktok.com/tag/charger,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22charger%22+Malaysia
KW-0417,phones-electronics,Power,Power banks and battery accessories,battery case,https://www.tiktok.com/search?q=battery+case,https://www.tiktok.com/tag/battery-case,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22battery+case%22+Malaysia
KW-0418,phones-electronics,Power,Power banks and battery accessories,charging dock,https://www.tiktok.com/search?q=charging+dock,https://www.tiktok.com/tag/charging-dock,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22charging+dock%22+Malaysia
KW-0419,phones-electronics,Power,Power banks and battery accessories,power bank,https://www.tiktok.com/search?q=power+bank,https://www.tiktok.com/tag/power-bank,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22power+bank%22+Malaysia
KW-0420,phones-electronics,Stands and mounts,Desk and car mounts,magnetic mount,https://www.tiktok.com/search?q=magnetic+mount,https://www.tiktok.com/tag/magnetic-mount,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22magnetic+mount%22+Malaysia
KW-0421,phones-electronics,Stands and mounts,Desk and car mounts,phone stand,https://www.tiktok.com/search?q=phone+stand,https://www.tiktok.com/tag/phone-stand,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22phone+stand%22+Malaysia
KW-0422,phones-electronics,Stands and mounts,Desk and car mounts,tablet holder,https://www.tiktok.com/search?q=tablet+holder,https://www.tiktok.com/tag/tablet-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22tablet+holder%22+Malaysia
KW-0423,shoes,,,insole,https://www.tiktok.com/search?q=insole,https://www.tiktok.com/tag/insole,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22insole%22+Malaysia
KW-0424,shoes,,,sandals,https://www.tiktok.com/search?q=sandals,https://www.tiktok.com/tag/sandals,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sandals%22+Malaysia
KW-0425,shoes,,,school shoes,https://www.tiktok.com/search?q=school+shoes,https://www.tiktok.com/tag/school-shoes,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22school+shoes%22+Malaysia
KW-0426,shoes,,,shoe cleaner,https://www.tiktok.com/search?q=shoe+cleaner,https://www.tiktok.com/tag/shoe-cleaner,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shoe+cleaner%22+Malaysia
KW-0427,shoes,,,slippers,https://www.tiktok.com/search?q=slippers,https://www.tiktok.com/tag/slippers,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22slippers%22+Malaysia
KW-0428,shoes,Casual footwear,Canvas and casual shoes,canvas shoes,https://www.tiktok.com/search?q=canvas+shoes,https://www.tiktok.com/tag/canvas-shoes,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22canvas+shoes%22+Malaysia
KW-0429,shoes,Casual footwear,Canvas and casual shoes,casual shoes,https://www.tiktok.com/search?q=casual+shoes,https://www.tiktok.com/tag/casual-shoes,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22casual+shoes%22+Malaysia
KW-0430,shoes,Casual footwear,Canvas and casual shoes,sneakers,https://www.tiktok.com/search?q=sneakers,https://www.tiktok.com/tag/sneakers,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sneakers%22+Malaysia
KW-0431,shoes,House footwear,Slippers and sandals,sandal,https://www.tiktok.com/search?q=sandal,https://www.tiktok.com/tag/sandal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sandal%22+Malaysia
KW-0432,shoes,House footwear,Slippers and sandals,selipar,https://www.tiktok.com/search?q=selipar,https://www.tiktok.com/tag/selipar,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22selipar%22+Malaysia
KW-0433,shoes,House footwear,Slippers and sandals,slippers,https://www.tiktok.com/search?q=slippers,https://www.tiktok.com/tag/slippers,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22slippers%22+Malaysia
KW-0434,shoes,School footwear,Black shoes and socks,black shoes,https://www.tiktok.com/search?q=black+shoes,https://www.tiktok.com/tag/black-shoes,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22black+shoes%22+Malaysia
KW-0435,shoes,School footwear,Black shoes and socks,school shoes,https://www.tiktok.com/search?q=school+shoes,https://www.tiktok.com/tag/school-shoes,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22school+shoes%22+Malaysia
KW-0436,shoes,School footwear,Black shoes and socks,school socks,https://www.tiktok.com/search?q=school+socks,https://www.tiktok.com/tag/school-socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22school+socks%22+Malaysia
KW-0437,shoes,Shoe care,Insoles and cleaners,insole,https://www.tiktok.com/search?q=insole,https://www.tiktok.com/tag/insole,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22insole%22+Malaysia
KW-0438,shoes,Shoe care,Insoles and cleaners,shoe cleaner,https://www.tiktok.com/search?q=shoe+cleaner,https://www.tiktok.com/tag/shoe-cleaner,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shoe+cleaner%22+Malaysia
KW-0439,shoes,Shoe care,Insoles and cleaners,shoe deodorizer,https://www.tiktok.com/search?q=shoe+deodorizer,https://www.tiktok.com/tag/shoe-deodorizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shoe+deodorizer%22+Malaysia
